WithIO,Schedulers,Blocks,ThreadX,ThreadY,ThreadZ,BlockSeg,Width,AbsorbSize,TotalTime,TimeStep,OutputTime
1,lws,6,32,8,2,8,744,8,0.002,0.0001,0.0005
1,lws,6,32,4,4,8,744,8,0.002,0.0001,0.0005
1,lws,6,32,4,2,8,744,8,0.002,0.0001,0.0005
0,dm,6,32,4,4,4,744,8,0.002,0.0001,0.0005
0,dm,6,32,8,2,4,744,8,0.002,0.0001,0.0005
0,dm,6,32,4,2,4,744,8,0.002,0.0001,0.0005
0,dmdar,6,32,4,4,6,744,8,0.002,0.0001,0.0005
0,dmdar,6,32,8,2,6,744,8,0.002,0.0001,0.0005
0,dmdar,6,32,4,2,6,744,8,0.002,0.0001,0.0005
1,dmda,6,32,4,4,6,744,8,0.002,0.0001,0.0005
1,dmda,6,32,8,2,6,744,8,0.002,0.0001,0.0005
1,dmda,6,32,4,2,6,744,8,0.002,0.0001,0.0005
0,lws,6,32,8,2,8,744,8,0.002,0.0001,0.0005
0,lws,6,32,4,4,8,744,8,0.002,0.0001,0.0005
0,lws,6,32,4,2,8,744,8,0.002,0.0001,0.0005
0,lws,6,32,4,4,4,744,8,0.002,0.0001,0.0005
0,lws,6,32,8,2,4,744,8,0.002,0.0001,0.0005
0,lws,6,32,4,2,4,744,8,0.002,0.0001,0.0005
0,lws,6,16,16,2,16,744,8,0.002,0.0001,0.0005
0,lws,6,16,8,4,16,744,8,0.002,0.0001,0.0005
0,lws,6,32,4,4,16,744,8,0.002,0.0001,0.0005
0,dmda,6,32,4,4,6,744,8,0.002,0.0001,0.0005
0,dmda,6,32,8,2,6,744,8,0.002,0.0001,0.0005
0,dmda,6,32,4,2,6,744,8,0.002,0.0001,0.0005
0,dmda,6,32,4,4,4,744,8,0.002,0.0001,0.0005
0,dmda,6,32,8,2,4,744,8,0.002,0.0001,0.0005
0,dmda,6,32,4,2,4,744,8,0.002,0.0001,0.0005
1,dm,6,32,4,4,12,744,8,0.002,0.0001,0.0005
1,dm,6,16,4,4,12,744,8,0.002,0.0001,0.0005
1,dm,6,32,8,2,12,744,8,0.002,0.0001,0.0005
1,dmda,6,32,4,4,4,744,8,0.002,0.0001,0.0005
1,dmda,6,32,8,2,4,744,8,0.002,0.0001,0.0005
1,dmda,6,32,4,2,4,744,8,0.002,0.0001,0.0005
1,lws,6,32,4,4,12,744,8,0.002,0.0001,0.0005
1,lws,6,16,4,4,12,744,8,0.002,0.0001,0.0005
1,lws,6,32,8,2,12,744,8,0.002,0.0001,0.0005
0,dm,6,32,16,1,24,744,8,0.002,0.0001,0.0005
0,dm,6,32,4,4,24,744,8,0.002,0.0001,0.0005
0,dm,6,32,4,2,24,744,8,0.002,0.0001,0.0005
0,lws,6,32,4,4,6,744,8,0.002,0.0001,0.0005
0,lws,6,32,8,2,6,744,8,0.002,0.0001,0.0005
0,lws,6,32,4,2,6,744,8,0.002,0.0001,0.0005
